dataset,system_id,system_formula_label,family_1,family_2,family_pair,data_points
Ternary,smiles:CC(=O)O || smiles:CCC(C)=O || smiles:O,C2H4O2 / C4H8O / H2O,ketone,water,ketone + water,20
Ternary,smiles:CC(C)C || smiles:CCC || smiles:FCF,C4H10 / C3H8 / CH2F2,halogenated,hydrocarbon,halogenated + hydrocarbon,20
Ternary,smiles:CC(C)C || smiles:CCC || smiles:FCF,C4H10 / C3H8 / CH2F2,hydrocarbon,hydrocarbon,hydrocarbon + hydrocarbon,20
Ternary,smiles:C1CCCCC1 || smiles:NC1CCCCC1 || smiles:O,C6H12 / C6H13N / H2O,amine,hydrocarbon,amine + hydrocarbon,19
Ternary,smiles:C1CCCCC1 || smiles:NC1CCCCC1 || smiles:O,C6H12 / C6H13N / H2O,amine,water,amine + water,19
Ternary,smiles:C1CCCCC1 || smiles:NC1CCCCC1 || smiles:O,C6H12 / C6H13N / H2O,hydrocarbon,water,hydrocarbon + water,19
Ternary,smiles:COCCO || smiles:CS(C)=O || smiles:Cc1ccccc1,C3H8O2 / C2H6OS / C7H8,alcohol,aromatic,alcohol + aromatic,18
Ternary,smiles:COCCO || smiles:CS(C)=O || smiles:Cc1ccccc1,C3H8O2 / C2H6OS / C7H8,alcohol,sulfur-containing,alcohol + sulfur-containing,18
Ternary,smiles:COCCO || smiles:CS(C)=O || smiles:Cc1ccccc1,C3H8O2 / C2H6OS / C7H8,aromatic,sulfur-containing,aromatic + sulfur-containing,18
Ternary,smiles:O=C=O || smiles:O=O || smiles:[Ar],CO2 / O2 / Ar,other,other,other + other,18
Ternary,smiles:C1CCOC1 || smiles:CC#N || smiles:Cc1ccccc1,C4H8O / C2H3N / C7H8,aromatic,ether,aromatic + ether,17
Ternary,smiles:C1CCOC1 || smiles:CC#N || smiles:Cc1ccccc1,C4H8O / C2H3N / C7H8,aromatic,other,aromatic + other,17
Ternary,smiles:C1CCOC1 || smiles:CC#N || smiles:Cc1ccccc1,C4H8O / C2H3N / C7H8,ether,other,ether + other,17
Ternary,smiles:CC(=O)O || smiles:CS(C)=O || smiles:O,C2H4O2 / C2H6OS / H2O,acid,sulfur-containing,acid + sulfur-containing,17
Ternary,smiles:CC(=O)O || smiles:CS(C)=O || smiles:O,C2H4O2 / C2H6OS / H2O,acid,water,acid + water,17
Ternary,smiles:CC(=O)O || smiles:CS(C)=O || smiles:O,C2H4O2 / C2H6OS / H2O,sulfur-containing,water,sulfur-containing + water,17
Ternary,smiles:CCC(C)O || smiles:CCC(C)OC(C)=O || smiles:CN(C)C=O,C4H10O / C6H12O2 / C3H7NO,alcohol,amide,alcohol + amide,17
Ternary,smiles:CCC(C)O || smiles:CCC(C)OC(C)=O || smiles:CN(C)C=O,C4H10O / C6H12O2 / C3H7NO,alcohol,ester,alcohol + ester,17
Ternary,smiles:CCC(C)O || smiles:CCC(C)OC(C)=O || smiles:CN(C)C=O,C4H10O / C6H12O2 / C3H7NO,amide,ester,amide + ester,17
Ternary,fallback:357f5f5bd0d80acf || smiles:C=CC(=C)CCC=C(C)C || smiles:O=C=O,H2 / C10H16 / CO2,hydrocarbon,other,hydrocarbon + other,16
Ternary,fallback:357f5f5bd0d80acf || smiles:C=CC(=C)CCC=C(C)C || smiles:O=C=O,H2 / C10H16 / CO2,hydrocarbon,unresolved,hydrocarbon + unresolved,16
Ternary,fallback:357f5f5bd0d80acf || smiles:C=CC(=C)CCC=C(C)C || smiles:O=C=O,H2 / C10H16 / CO2,other,unresolved,other + unresolved,16
Ternary,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCC=C(C)C || smiles:C=CC(C)CCCC(C)(C)O,C10H18 / C10H18 / C10H20O,alcohol,hydrocarbon,alcohol + hydrocarbon,16
Ternary,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCC=C(C)C || smiles:C=CC(C)CCCC(C)(C)O,C10H18 / C10H18 / C10H20O,alcohol,unresolved,alcohol + unresolved,16
Ternary,fallback:e1591e1a11bbc209 || smiles:C=CC(C)CCC=C(C)C || smiles:C=CC(C)CCCC(C)(C)O,C10H18 / C10H18 / C10H20O,hydrocarbon,unresolved,hydrocarbon + unresolved,16
Ternary,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:O,C10H18N2O2 / C2H3N / H2O,other,unresolved,other + unresolved,16
Ternary,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:O,C10H18N2O2 / C2H3N / H2O,other,water,other + water,16
Ternary,fallback:fbbde86d2d698521 || smiles:CC#N || smiles:O,C10H18N2O2 / C2H3N / H2O,unresolved,water,unresolved + water,16
Ternary,smiles:CC1CCCCC1 || smiles:Nc1ccccc1 || smiles:O,C7H14 / C6H7N / H2O,amine,hydrocarbon,amine + hydrocarbon,16
Ternary,smiles:CC1CCCCC1 || smiles:Nc1ccccc1 || smiles:O,C7H14 / C6H7N / H2O,amine,water,amine + water,16
Ternary,smiles:CC1CCCCC1 || smiles:Nc1ccccc1 || smiles:O,C7H14 / C6H7N / H2O,hydrocarbon,water,hydrocarbon + water,16
Ternary,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,CH4O / C3H6O2 / C2H6OS,alcohol,ester,alcohol + ester,16
Ternary,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,CH4O / C3H6O2 / C2H6OS,alcohol,sulfur-containing,alcohol + sulfur-containing,16
Ternary,smiles:CO || smiles:COC(C)=O || smiles:CS(C)=O,CH4O / C3H6O2 / C2H6OS,ester,sulfur-containing,ester + sulfur-containing,16
Ternary,smiles:CC#N || smiles:CCCO || smiles:OCCO,C2H3N / C3H8O / C2H6O2,alcohol,alcohol,alcohol + alcohol,15
Ternary,smiles:CC#N || smiles:CCCO || smiles:OCCO,C2H3N / C3H8O / C2H6O2,alcohol,other,alcohol + other,15
Ternary,smiles:CC(=O)O || smiles:CN(C)C=O || smiles:O,C2H4O2 / C3H7NO / H2O,acid,amide,acid + amide,15
Ternary,smiles:CC(=O)O || smiles:CN(C)C=O || smiles:O,C2H4O2 / C3H7NO / H2O,acid,water,acid + water,15
Ternary,smiles:CC(=O)O || smiles:CN(C)C=O || smiles:O,C2H4O2 / C3H7NO / H2O,amide,water,amide + water,15
Ternary,smiles:CC(=O)O || smiles:CN1CCCC1=O || smiles:O,C2H4O2 / C5H9NO / H2O,acid,amide,acid + amide,15
Ternary,smiles:CC(=O)O || smiles:CN1CCCC1=O || smiles:O,C2H4O2 / C5H9NO / H2O,acid,water,acid + water,15
Ternary,smiles:CC(=O)O || smiles:CN1CCCC1=O || smiles:O,C2H4O2 / C5H9NO / H2O,amide,water,amide + water,15
Ternary,smiles:CC(=O)O || smiles:CNC(C)=O || smiles:O,C2H4O2 / C3H7NO / H2O,acid,amide,acid + amide,15
Ternary,smiles:CC(=O)O || smiles:CNC(C)=O || smiles:O,C2H4O2 / C3H7NO / H2O,acid,water,acid + water,15
Ternary,smiles:CC(=O)O || smiles:CNC(C)=O || smiles:O,C2H4O2 / C3H7NO / H2O,amide,water,amide + water,15
Ternary,smiles:CC(C)O || smiles:CCCOC(C)=O || smiles:O,C3H8O / C5H10O2 / H2O,alcohol,ester,alcohol + ester,15
Ternary,smiles:CC(C)O || smiles:CCCOC(C)=O || smiles:O,C3H8O / C5H10O2 / H2O,alcohol,water,alcohol + water,15
Ternary,smiles:CC(C)O || smiles:CCCOC(C)=O || smiles:O,C3H8O / C5H10O2 / H2O,ester,water,ester + water,15
Ternary,fallback:4501d0d6bfddcc6a || smiles:CC(C)O || smiles:O,C5H10O2 / C3H8O / H2O,alcohol,unresolved,alcohol + unresolved,14
Ternary,fallback:4501d0d6bfddcc6a || smiles:CC(C)O || smiles:O,C5H10O2 / C3H8O / H2O,alcohol,water,alcohol + water,14
Ternary,fallback:4501d0d6bfddcc6a || smiles:CC(C)O || smiles:O,C5H10O2 / C3H8O / H2O,unresolved,water,unresolved + water,14
Ternary,smiles:CC(=O)N(C)C || smiles:CCC(C)O || smiles:CCC(C)OC(C)=O,C4H9NO / C4H10O / C6H12O2,alcohol,amide,alcohol + amide,14
Ternary,smiles:CC(=O)N(C)C || smiles:CCC(C)O || smiles:CCC(C)OC(C)=O,C4H9NO / C4H10O / C6H12O2,alcohol,ester,alcohol + ester,14
Ternary,smiles:CC(=O)N(C)C || smiles:CCC(C)O || smiles:CCC(C)OC(C)=O,C4H9NO / C4H10O / C6H12O2,amide,ester,amide + ester,14
Ternary,smiles:CCC(C)O || smiles:CCC(C)OC(C)=O || smiles:CS(C)=O,C4H10O / C6H12O2 / C2H6OS,alcohol,ester,alcohol + ester,13
Ternary,smiles:CCC(C)O || smiles:CCC(C)OC(C)=O || smiles:CS(C)=O,C4H10O / C6H12O2 / C2H6OS,alcohol,sulfur-containing,alcohol + sulfur-containing,13
Ternary,smiles:CCC(C)O || smiles:CCC(C)OC(C)=O || smiles:CS(C)=O,C4H10O / C6H12O2 / C2H6OS,ester,sulfur-containing,ester + sulfur-containing,13
Ternary,smiles:CC(C)O || smiles:CCCCCO || smiles:CCCCO,C3H8O / C5H12O / C4H10O,alcohol,alcohol,alcohol + alcohol,12
Ternary,smiles:CCCO || smiles:CCCOC(C)=O || smiles:O,C3H8O / C5H10O2 / H2O,alcohol,ester,alcohol + ester,11
Ternary,smiles:CCCO || smiles:CCCOC(C)=O || smiles:O,C3H8O / C5H10O2 / H2O,alcohol,water,alcohol + water,11
Ternary,smiles:CCCO || smiles:CCCOC(C)=O || smiles:O,C3H8O / C5H10O2 / H2O,ester,water,ester + water,11
Ternary,smiles:[Bi] || smiles:[Cu] || smiles:[Sb],Bi / Cu / Sb,other,other,other + other,11
Ternary,fallback:95e7f54193c00c2e || smiles:CC(C)=O || smiles:CO,C6H12N2O4S / C3H6O / CH4O,alcohol,ketone,alcohol + ketone,10
Ternary,fallback:95e7f54193c00c2e || smiles:CC(C)=O || smiles:CO,C6H12N2O4S / C3H6O / CH4O,alcohol,unresolved,alcohol + unresolved,10
Ternary,fallback:95e7f54193c00c2e || smiles:CC(C)=O || smiles:CO,C6H12N2O4S / C3H6O / CH4O,ketone,unresolved,ketone + unresolved,10
Ternary,smiles:CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO || smiles:CN1CCC[C@H]1c1cccnc1 || smiles:O=C=O,C45H74O / C10H14N2 / CO2,alcohol,amine,alcohol + amine,9
Ternary,smiles:CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO || smiles:CN1CCC[C@H]1c1cccnc1 || smiles:O=C=O,C45H74O / C10H14N2 / CO2,alcohol,other,alcohol + other,9
Ternary,smiles:CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CO || smiles:CN1CCC[C@H]1c1cccnc1 || smiles:O=C=O,C45H74O / C10H14N2 / CO2,amine,other,amine + other,9
